loss,acc,val_loss,val_acc
1.2650509534148395,88.95685,2.102950074842998,61.92262
1.2621472039198511,89.242386,2.0832276415257227,61.41369
1.2601259341699822,89.33502,2.1091865329515365,61.10119
1.2563535211049965,89.33249,2.0337875485420227,62.56845
1.2533227943526912,89.60025,2.1477902858030227,59.642857
1.2519142077053864,89.51142,2.127995796146847,60.50595
1.248775990481304,89.69797,2.1032430089655376,61.645832
1.2501687325801947,89.525375,2.1319444520132884,60.580357
1.2444091115506168,89.824875,2.105211462293352,60.973213
1.2407158038337824,89.95051,2.100066514242263,61.398808
1.237642335407625,90.0736,2.1196449356419698,61.220238
1.236413622870663,90.1434,2.177539655140468,58.550594
1.2310582235984995,90.32614,2.110384634562901,60.440475
1.1654993749512028,92.824875,2.003352090006783,63.800594
1.1424555439634372,93.64213,1.9843990405400593,64.33929
1.133970370147434,93.951775,2.0033631040936424,63.99107
1.1296634292844587,94.09137,1.9979664243402935,64.38095
1.1260945524661068,94.33249,1.994798223177592,64.1756
1.123766498517264,94.28553,1.9967684901895977,64.1369
1.1197570671284864,94.3769,2.0031695323331014,64.15476
1.116194391008561,94.666245,2.0128675954682484,63.833332
1.1140422784737525,94.66751,2.008628798382623,64.03571
1.113762299421475,94.619286,2.0227589167299724,63.61607
1.1122003152285735,94.81979,1.992080841745649,64.45535
1.1078282933549832,94.92893,1.993421441032773,64.4375
1.1071305414141737,94.86167,1.9891765344710577,64.291664
1.1069546272306878,94.93147,2.0122629773049128,64.047615
1.1044440142394323,94.99619,2.0164461008140018,63.642857
1.1045593053556335,94.93274,1.9979889052254813,64.372025
1.1016926565751206,95.16751,1.9938252852076577,64.666664
1.0992252499924093,95.17132,1.992645570210048,64.26785
1.0998539216627323,95.201775,2.0074109605380466,63.99107
1.0976081003392408,95.30965,2.0083377914769307,63.967262
1.0960828495509733,95.35406,2.026636472770146,63.61607
1.096012940866693,95.31599,2.0230767741089775,63.622025
1.095349492155356,95.34391,1.9973154011226835,64.41071
1.0955256017936668,95.3236,1.9925430317719777,64.34821
1.0920147938171618,95.42386,1.9975665651616596,64.333336
1.091223368789944,95.55584,1.9960151939165025,64.47321
1.0898808664476811,95.545685,2.0039992474374317,64.43155
1.0876157108297202,95.64086,2.0060374041398368,64.38393
1.088728260872933,95.56726,2.0122889308702376,64.03571
1.088767165459957,95.63198,1.9995315486476535,64.5
1.0802451124046055,95.8934,1.9938316472939082,64.49107
1.0771337578139328,96.072334,1.9895470383621396,64.916664
1.0781594297002415,95.93781,2.00656957143829,64.26488
1.0769448516332558,96.02157,2.0032979178996313,64.30655
1.0779777359841438,95.93147,2.004614683843794,64.377975
1.0767310422084053,96.048225,2.002393982240132,64.58035
1.0766542871591402,96.025375,1.9962867101033528,64.59226
1.0774466265276603,96.01269,2.011833886305491,64.04464
1.0771444666809238,95.992386,2.0047764011791775,64.18155
1.0760168339395282,96.045685,1.9917870206492287,64.60119
1.0754574337586533,96.15863,2.006237806308837,64.30357
1.075328851714352,96.03934,1.9985235915297554,64.520836
1.0739560847355025,96.17386,1.9980873266855876,64.502975
1.076528720444229,95.96193,1.9989945902710868,64.35119
1.0722510360824276,96.22716,1.9978395743029458,64.625
1.0752470354138293,96.0736,1.9904151487918127,64.6756
1.0741317018034495,96.148476,1.9989103376865387,64.44345
1.0766963504897762,95.95558,2.010068416595459,64.10714
1.0722256160629582,96.24619,2.006722079856055,64.36905
1.0755679214061213,96.05837,2.009301394224167,64.125
1.0755324823602201,96.06091,1.9906187071686698,64.6994
1.073050086873437,96.17639,2.0013963409832547,64.40476
1.0744952205474,96.0533,1.9994177122910817,64.541664
1.0752154867056058,96.11167,1.9975782278038205,64.479164
1.0738082168065957,96.15355,1.9969550513085865,64.55655
1.0733154757978953,96.06472,2.0001632230622426,64.34524
1.0733708264258912,96.19416,2.0089549918969474,64.13988
1.0735147229305984,96.16878,2.0011889125619615,64.15179
1.072664067829926,96.17639,2.005055295569556,64.27976
1.0732056955395617,96.19035,2.006574050301597,64.33929
