loss,acc,val_loss,val_acc
3.207432508468628,31.02665,3.362798815681821,19.642857
2.3114475973971604,54.620556,2.7413682369958785,38.773808
2.0547189591499753,62.671318,2.8000303989364985,37.651787
1.9164441448782907,67.016495,2.703907445782707,42.583332
1.8231819868087769,70.19035,2.5058372957365855,47.041668
1.7563508331473103,72.351524,2.4604896250225248,48.830357
1.7045410441868196,74.00635,2.325573415983291,52.342262
1.6625357091729411,75.47335,2.304363659449986,54.059525
1.6245384930354085,76.78807,2.3139360277425673,52.98512
1.5948586766489872,77.72969,2.2442014543783095,55.633926
1.5687904956982222,78.53553,2.1966455224014463,56.994045
1.5424594237719695,79.37563,2.1803285692419325,57.336308
1.5278571602051634,79.97462,2.4492225448290506,50.0625
1.508200388269376,80.56726,2.187582654612405,57.217262
1.4896279809438637,81.148476,2.259342680374781,54.470238
1.4733472287957439,81.85279,2.2528700842743827,54.86012
1.4664108650333385,82.083755,2.1161826111021496,59.91369
1.4490175356114576,82.634514,2.067686608859471,61.214287
1.443868696387044,82.81091,2.2710393326623097,55.36607
1.42550940985607,83.4302,2.2876401529425667,55.455357
1.4175388964299622,83.66878,2.223068485657374,56.571426
1.408016458985769,84.048225,2.1146316201913926,59.9375
1.3991442888521302,84.22462,2.060438049691064,61.455357
1.3902191916093003,84.52665,2.0861988422416506,61.113094
1.380377580066623,85.02157,2.1707196803320024,58.232143
1.3721064674067618,85.121826,2.2048253218332925,57.16369
1.3659742495735285,85.40482,2.0773029043560935,60.520832
1.3602426802446395,85.586296,2.1740802072343373,58.252975
1.352146299962465,85.92639,2.0487973250093914,62.10119
1.3459318985188673,86.14467,2.184377807946432,58.330357
1.3362590788584676,86.47588,2.0553431127752577,62.008926
1.333294731711373,86.59898,2.013372126079741,63.294643
1.3291601826091708,86.71574,2.1761690108549026,58.383926
1.323651647204675,86.862946,2.2215499650864374,57.059525
1.314878593846626,87.24746,2.124476980595362,60.779762
1.313721794162305,87.30584,2.1370242053554174,60.345238
1.3063430870850075,87.53046,2.1051327742281414,60.247025
1.3038846333014784,87.54188,2.093733168783642,60.25595
1.3017121353730332,87.7335,1.999615267628715,63.747025
1.2954109344385603,87.9835,2.2074791349115825,58.729168
1.2911613707615035,88.07868,2.1920030429249717,58.196426
1.287190521429033,88.298225,2.1207171309561956,60.488094
1.2840734562898046,88.30965,2.136887103319168,59.821426
1.2776005818759124,88.607864,2.0851007799307504,61.321426
1.2743605653646635,88.75507,2.202560844875517,58.321426
1.2721666139999621,88.76269,2.03209293172473,63.0625
1.2747854823388425,88.71827,2.0583218875385465,62.324406
